url,article_number,name,description,short_description,image,technical_image,image_links,variants,leaflet_links,product_pdf_links,instruction_pdf_links,accesories,youtube_links,software_links,attributes
https://shop.mitutoyo.mx/products/es_MX/1299243498250/Juego%20de%20galgas%20de%20calibraci%C3%B3n%20%28%C3%B80%2C1-2%20mm%29/$catalogue/mitutoyoData/PR/02AGD110/index.xhtml;jsessionid=8D5C493F8FD060DE33B2A8ACBDA167A6,02AGD110,"Juego de galgas de calibración (ø0,1-2 mm)",,,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/Standard%20calibration%20gage%20set%205x5_png.png,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/02AGD110%2002AGD130_d_Zeichnung%201_eps.png,,,,,,,,-:: Calibration gauge set ø0.1-2 mm
https://shop.mitutoyo.mx/products/es_MX/1299243498250/Juego%20de%20galgas%20de%20calibraci%C3%B3n%20%28%C3%B81-30%20mm%29/$catalogue/mitutoyoData/PR/02AGD130/index.xhtml;jsessionid=8D5C493F8FD060DE33B2A8ACBDA167A6,02AGD130,Juego de galgas de calibración (ø1-30 mm),,Ø 1 - 30 mm,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/Standard%20calibration%20gage%20set%205x5_png.png,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/02AGD110%2002AGD130_d_Zeichnung%202_eps.png,,,,,,,,-:: Calibration gauge set ø1-30 mm
https://shop.mitutoyo.mx/products/es_MX/1299243498250/Mesa%20ajustable/$catalogue/mitutoyoData/PR/02AGD490/index.xhtml;jsessionid=8D5C493F8FD060DE33B2A8ACBDA167A6,02AGD490,Mesa ajustable,,,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/Adjustable%20workstage_released5x5_png.png,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/02AGD490_d_ai.png,,,,,,,,"Vertical adjustment:: 35 mm (1.38""""); Max. table loading:: 2.0 kg (4.4lbs.); Peso (g):: 4.9 kg (10.78lbs.); -:: Adjustable Workstage; Horizontal adjustment:: 200 mm (7.87"""")"
https://shop.mitutoyo.mx/products/es_MX/1299243498250/Bloque-V%20ajustable/$catalogue/mitutoyoData/PR/02AGD450/index.xhtml;jsessionid=E90C1D546C23FCFDD67EA98A398A9AC4,02AGD450,Bloque-V ajustable,,,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/adjustable_v-blocks_intro_jpg.png,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/02agd450_d_jpg.png,,,,,,,,"Peso (g):: 0,1 kg; -:: Adjustable V-Block f. 02ADG490; Vertical adjustment:: 20 mm (.79""""); Ø Máx. De pieza [mm]:: mm 30 mm (1.18"""") mm"
https://shop.mitutoyo.mx/products/es_MX/1299243498250/Alargador%20de%20cable%2010%20m/$catalogue/mitutoyoData/PR/02AGN780B/index.xhtml;jsessionid=E90C1D546C23FCFDD67EA98A398A9AC4,02AGN780B,Alargador de cable 10 m,,,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/02agn780a_z_eps.png,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/extension_signal_and_relay_cables_d_jpg.png,,,,,,,,Longitud m:: m 10 m; -:: Extension signal cable 10 m
https://shop.mitutoyo.mx/products/es_MX/1299243498250/Alargador%20de%20cable%2020%20m/$catalogue/mitutoyoData/PR/02AGN780D/index.xhtml,02AGN780D,Alargador de cable 20 m,,,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/02agn780a_z_eps.png,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/extension_signal_and_relay_cables_d_jpg.png,,,,,,,,Longitud m:: m 20 m; -:: Extension signal cable 20 m
https://shop.mitutoyo.mx/products/es_MX/lsm_Controller/LSM-CU-A%20%28metric%29/$catalogue/mitutoyoData/PR/544-120/index.xhtml;jsessionid=8D5C493F8FD060DE33B2A8ACBDA167A6,544-120,LSM-CU-A (metric),"Modular industrial design controller unit for LSM-02/30-A  Compact, slim design DIN rail compatible USB Type-C, I/O ports, and industrial interfaces (optional) Configuration software included  Compact, slim design DIN rail compatible USB Type-C, I/O ports, and industrial interfaces (optional) Configuration software included",Laser Scan Micrometer Controller Unit (metric),https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/LSM-CU-A_202304_FS_1_jp_jpg.png,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/LSM%20CU-A_d_ai.png,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/LSM-CU-A_202304_FS_2_jp_jpg.png;https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/544-120%20544-121%20application_z_psd.png;https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/544-120%20544-121%20LSM-CU-A%20pic%202_z_psd.png;https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/544-120%20544-121%20LSM-EI-A%2BCU-A%20pic2_z_psd.png;https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/544-120%20544-121%20LSM-EI-A%2BCU-A_z_psd.png,,,,,,,"Peso :: Approx. 550 g; -:: LSM-CU-A; Type:: metric; Fuente de alimentación:: DC+24 V ± 10%, 3.0 A or more"
https://shop.mitutoyo.mx/products/es_MX/lsm_interface_unit/LSM-CC-A/$catalogue/mitutoyoData/PR/02AGQ390/index.xhtml;jsessionid=8D5C493F8FD060DE33B2A8ACBDA167A6,02AGQ390,LSM-CC-A,CC-Link interface module for LSM-CU-A  2 x RJ45 100Mbps Full duplex Cat. 5e or higher  2 x RJ45 100Mbps Full duplex Cat. 5e or higher,Laser Scan Micrometer Interface Unit CC-Link IE,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/LSM-CC-A_202304_FS_1_jp_jpg.png,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/LSM%20CC-A_d_ai.png,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/LSM-CC-A_202304_FS_2_jp_jpg.png,,,,,,,"Communication cable:: Cat. 5e or more STP cable; Temperatura/humedad de empleo:: 0 °C to 50 °C,20% RH to 85% RH(non-condensing); Temperatura/humedad de almacenamiento:: -10 °C to 60 °C,20% RH to 85% RH(non-condensing); -:: LSM-CC-A; Industrial I/F:: CC-Link IE TSN; Communication ports:: RJ45 x 2; Velocidad de comunicación kbps:: 100,000"
https://shop.mitutoyo.mx/products/es_MX/lsm_interface_unit/LSM-EC-A/$catalogue/mitutoyoData/PR/02AGQ370/index.xhtml;jsessionid=8D5C493F8FD060DE33B2A8ACBDA167A6,02AGQ370,LSM-EC-A,EtherCAT interface module for LSM-CU-A  2 x RJ45 100Mbps Full duplex Cat. 5e or higher  2 x RJ45 100Mbps Full duplex Cat. 5e or higher,Laser Scan Micrometer Interface Unit EtherCAT,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/LSM-EC-A_202304_FS_1_jp_jpg.png,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/LSM%20EC-A_d_ai.png,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/LSM-EC-A_202304_FS_2_jp_jpg.png,,,,,,,"-:: LSM-EC-A; Industrial I/F:: EtherCAT; Communication ports:: RJ45 x 2; Velocidad de comunicación kbps:: 100,000; Communication cable:: Cat. 5e or more STP cable; Temperatura/humedad de empleo:: 0 °C to 50 °C,20% RH to 85% RH(non-condensing); Temperatura/humedad de almacenamiento:: -10 °C to 60 °C,20% RH to 85% RH(non-condensing)"
https://shop.mitutoyo.mx/products/es_MX/1299243498250/Polea%20para%20guiar%20alambre/$catalogue/mitutoyoData/PR/02AGD200/index.xhtml;jsessionid=8D5C493F8FD060DE33B2A8ACBDA167A6,02AGD200,Polea para guiar alambre,,,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/02AGD200_z_psd.png,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/02AGD200_d_ai.png,https://shop.mitutoyo.mx/media/mitutoyoData/IM/bigweb/02agd200_z_jpg.png,,,,,,,"Ø Máx. De pieza [mm]:: mm 1.6 mm (.063"""") mm; -:: Wire guiding pulley"
